time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-09-28T10:37:18.000Z,63.3833,-149.7632,179.8,1.5,ml,,,,0.91,ak,ak11725759,2015-09-28T18:02:42.131Z,"40km W of Cantwell, Alaska",earthquake
2015-09-28T10:37:08.000Z,51.6463,-174.4646,49.9,3.4,ml,,,,0.43,ak,ak11725428,2015-09-28T18:39:38.126Z,"63km SSW of Atka, Alaska",earthquake
2015-09-28T10:32:16.620Z,33.5306667,-116.7343333,4.19,0.44,ml,26,47,0.03473,0.1,ci,ci37250223,2015-09-29T16:54:23.950Z,"6km WSW of Anza, California",earthquake
2015-09-28T09:57:14.809Z,38.4299,-119.275,6.1,1.1,ml,9,170.08,0.556,0.1221,nn,nn00512597,2015-09-28T18:28:45.203Z,"19km N of Bridgeport, California",earthquake
2015-09-28T09:52:55.600Z,33.9485,-116.7261667,13.3,0.59,ml,18,86,0.1108,0.17,ci,ci37250215,2015-09-28T13:41:01.669Z,"7km ENE of Cabazon, California",earthquake
2015-09-28T09:48:17.790Z,37.6606667,-118.8688333,6.8,0.26,md,15,97,0.02753,0.04,nc,nc72531761,2015-09-28T18:57:43.850Z,"9km E of Mammoth Lakes, California",earthquake
2015-09-28T09:38:54.920Z,19.416,-155.507,11.816,1.38,md,46,35,0.038,0.1,hv,hv61047891,2015-09-29T19:38:43.880Z,"23km N of Pahala, Hawaii",earthquake
2015-09-28T09:34:35.273Z,41.8585,-119.6136,6.8,1.5,ml,7,133.63,0.165,0.1576,nn,nn00512596,2015-09-29T14:59:10.887Z,"70km ESE of Lakeview, Oregon",earthquake
2015-09-28T09:28:25.000Z,65.1249,-148.6214,11.1,1,ml,,,,0.35,ak,ak11725395,2015-09-28T09:47:00.584Z,"42km NW of Ester, Alaska",earthquake
2015-09-28T08:54:29.591Z,36.8781,-116.0687,7.2,-0.3,ml,16,106.44,0.11,0.093,nn,nn00512595,2015-09-28T18:10:04.958Z,"61km E of Beatty, Nevada",earthquake
2015-09-28T08:50:47.660Z,19.1941667,-155.4423333,36.631,1.75,md,36,139,0.04285,0.08,hv,hv61047781,2015-09-29T20:20:18.850Z,"4km ESE of Pahala, Hawaii",earthquake
2015-09-28T08:50:04.550Z,36.096,-117.7218333,2.38,0.97,ml,11,124,0.07892,0.12,ci,ci37250207,2015-09-28T13:41:05.272Z,"21km ENE of Coso Junction, California",earthquake
2015-09-28T08:47:11.810Z,33.405,-116.4173333,10.82,0.58,ml,26,100,0.1319,0.2,ci,ci37250199,2015-09-29T16:48:46.965Z,"17km NNW of Borrego Springs, California",earthquake
2015-09-28T08:46:23.570Z,33.1523333,-116.0938333,9.15,1.36,ml,52,42,0.1402,0.21,ci,ci37250191,2015-09-29T16:36:30.980Z,"4km ENE of Ocotillo Wells, California",earthquake
2015-09-28T08:39:47.000Z,66.0379,-151.0033,47.6,1.3,ml,,,,0.42,ak,ak11725388,2015-09-28T08:53:52.653Z,"92km SE of New Allakaket, Alaska",earthquake
2015-09-28T08:30:47.468Z,38.6251,-118.4592,6.1,0.8,ml,6,119.81,0.05,0.0356,nn,nn00512593,2015-09-28T16:00:39.047Z,"18km NE of Hawthorne, Nevada",earthquake
2015-09-28T08:27:19.910Z,35.929,-117.9525,3.04,-0.25,ml,11,79,0.09334,0.07,ci,ci37250183,2015-09-28T17:25:04.340Z,"4km WSW of Little Lake, California",earthquake
2015-09-28T08:16:02.220Z,-3.3334,-80.605,45.38,4.8,mb,,115,4.149,0.95,us,us20003pmn,2015-09-28T16:18:30.565Z,"31km NW of Tumbes, Peru",earthquake
2015-09-28T08:12:14.170Z,37.6615,-118.8721667,6.38,0.64,md,18,98,0.02598,0.04,nc,nc72531731,2015-09-28T18:49:41.620Z,"8km E of Mammoth Lakes, California",earthquake
2015-09-28T07:41:44.740Z,3.6882,-31.8949,10,4.7,mb,,111,10.264,1.28,us,us20003pmj,2015-09-28T15:44:20.864Z,"Central Mid-Atlantic Ridge",earthquake
2015-09-28T07:21:41.770Z,19.8623333,-155.554,29.457,1.89,md,30,100,0.09755,0.12,hv,hv61047681,2015-09-29T01:34:33.640Z,"21km SE of Waimea, Hawaii",earthquake
2015-09-28T07:13:09.862Z,38.4695,-118.3724,5,0.1,ml,6,118.08,0.044,0.1245,nn,nn00512585,2015-09-28T17:57:28.019Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-28T07:10:18.480Z,41.8597,-119.6366,11,1.9,ml,7,122.95,0.151,0.2068,nn,nn00512584,2015-09-28T07:31:52.524Z,"69km ESE of Lakeview, Oregon",earthquake
2015-09-28T07:10:17.030Z,36.0908333,-117.7205,0.97,0.52,ml,20,61,0.07486,0.13,ci,ci37250175,2015-09-28T17:24:47.106Z,"21km ENE of Coso Junction, California",earthquake
2015-09-28T07:07:10.180Z,19.9964,-45.566,10,4.8,mb,,102,15.613,0.81,us,us20003pmc,2015-09-28T15:09:41.308Z,"Northern Mid-Atlantic Ridge",earthquake
2015-09-28T07:02:56.650Z,37.659,-118.871,6.58,0.68,md,18,95,0.02516,0.04,nc,nc72531726,2015-09-28T18:45:40.380Z,"8km E of Mammoth Lakes, California",earthquake
2015-09-28T06:58:48.400Z,18.9423,-67.432,61,3.1,Md,16,270,0.55695548,0.4,pr,pr15271002,2015-09-28T15:01:30.862Z,"60km NW of San Antonio, Puerto Rico",earthquake
2015-09-28T06:45:40.310Z,33.72,-116.8418333,14.59,0.84,ml,43,39,0.07582,0.17,ci,ci37250167,2015-09-28T13:43:25.300Z,"6km ESE of Valle Vista, California",earthquake
2015-09-28T06:45:38.000Z,63.062,-148.6652,49.2,2.4,ml,,,,0.73,ak,ak11725359,2015-09-28T07:02:38.143Z,"39km SSE of Cantwell, Alaska",earthquake
2015-09-28T06:43:25.970Z,37.6601667,-118.8723333,6.21,0.72,md,17,97,0.02502,0.04,nc,nc72531716,2015-09-28T18:28:07.510Z,"8km E of Mammoth Lakes, California",earthquake
2015-09-28T06:40:54.620Z,33.4671667,-116.4748333,12.91,0.53,ml,30,99,0.06951,0.16,ci,ci37250159,2015-09-29T16:09:04.262Z,"21km ESE of Anza, California",earthquake
2015-09-28T06:40:08.030Z,20.1377,-45.6373,10,4.6,mb,,101,15.74,0.86,us,us20003pm8,2015-09-28T14:42:47.263Z,"Northern Mid-Atlantic Ridge",earthquake
2015-09-28T06:35:35.000Z,18.9139,-64.305,32,3,Md,6,309.6,0.18505295,0.15,pr,pr15271005,2015-09-28T14:38:11.603Z,"64km NNE of Road Town, British Virgin Islands",earthquake
2015-09-28T06:29:48.060Z,38.4208333,-122.6266667,8.91,2.11,md,39,84,0.02635,0.09,nc,nc72531706,2015-09-28T17:06:50.151Z,"7km ESE of Santa Rosa, California",earthquake
2015-09-28T06:24:56.004Z,38.4671,-118.3767,4.1,0.1,ml,5,136.35,0.045,0.0643,nn,nn00512574,2015-09-28T17:54:17.518Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-28T06:24:27.620Z,33.7206667,-116.8351667,14.92,0.36,ml,26,72,0.08114,0.12,ci,ci37250151,2015-09-29T16:02:08.054Z,"6km ESE of Valle Vista, California",earthquake
2015-09-28T06:20:08.160Z,36.0638333,-117.6353333,2.27,0.78,ml,9,103,0.1121,0.06,ci,ci37250143,2015-09-28T13:42:55.499Z,"28km E of Coso Junction, California",earthquake
2015-09-28T06:09:51.187Z,38.4654,-118.3755,3.4,0.2,ml,5,135.8,0.043,0.0458,nn,nn00512571,2015-09-28T16:28:35.897Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-28T06:08:44.722Z,36.9953,-116.3078,10.5,0.3,ml,22,96.02,0.066,0.1122,nn,nn00512570,2015-09-28T16:25:29.916Z,"41km ENE of Beatty, Nevada",earthquake
2015-09-28T06:07:52.600Z,18.125,-65.7285,2,2.4,Md,3,180,0.11678099,0.1,pr,pr15271004,2015-09-28T08:56:24.984Z,"5km SSE of Punta Santiago, Puerto Rico",earthquake
2015-09-28T06:07:39.370Z,19.3606667,-155.2435,30.52,1.49,md,28,90,0.01312,0.08,hv,hv61047581,2015-09-28T17:07:01.730Z,"7km S of Volcano, Hawaii",earthquake
2015-09-28T06:05:42.900Z,-31.7648,-72.3057,10,4.8,mwr,,81,1.23,1.35,us,us20003pm3,2015-09-28T14:08:16.397Z,"109km W of Illapel, Chile",earthquake
2015-09-28T05:55:12.354Z,37.236,-116.8008,6.4,0,ml,11,222.55,0.112,0.1478,nn,nn00512568,2015-09-28T20:39:27.696Z,"36km N of Beatty, Nevada",earthquake
2015-09-28T05:49:27.000Z,63.5065,-151.0258,7.1,1.1,ml,,,,0.36,ak,ak11725338,2015-09-28T18:02:43.298Z,"104km W of Cantwell, Alaska",earthquake
2015-09-28T05:35:57.247Z,41.8561,-119.6338,10.7,1.4,ml,6,180.56,0.155,0.2241,nn,nn00512566,2015-09-28T07:16:29.331Z,"69km ESE of Lakeview, Oregon",earthquake
2015-09-28T05:31:32.500Z,18.1928,-63.9858,20,3.2,Md,5,316.8,0.49407341,0.34,pr,pr15271003,2015-09-28T13:34:08.554Z,"71km ESE of Road Town, British Virgin Islands",earthquake
2015-09-28T05:30:15.280Z,33.4886667,-116.4496667,11.47,0.75,ml,30,80,0.04001,0.13,ci,ci37250135,2015-09-29T15:57:02.192Z,"22km ESE of Anza, California",earthquake
2015-09-28T05:28:27.390Z,38.4345,-118.42,3.7,0.3,ml,5,137.56,0.065,0.0212,nn,nn00512565,2015-09-28T15:54:27.361Z,"20km ESE of Hawthorne, Nevada",earthquake
2015-09-28T05:25:26.660Z,36.0358333,-117.7766667,2.02,0.36,ml,18,60,0.01407,0.08,ci,ci37250127,2015-09-28T17:24:44.173Z,"16km E of Coso Junction, California",earthquake
2015-09-28T05:18:09.190Z,36.0338333,-117.7731667,1.85,0.01,ml,14,66,0.01073,0.09,ci,ci37250119,2015-09-28T17:24:26.212Z,"16km E of Coso Junction, California",earthquake
2015-09-28T05:13:29.710Z,36.0345,-117.7758333,2.36,-0.19,ml,10,69,0.01263,0.06,ci,ci37250111,2015-09-28T17:40:37.310Z,"16km E of Coso Junction, California",earthquake
2015-09-28T05:08:36.970Z,37.5295,-118.4401667,8.81,1.12,md,18,92,0.01869,0.04,nc,nc72531656,2015-09-28T20:23:55.694Z,"15km N of Dixon Lane-Meadow Creek, California",earthquake
2015-09-28T05:06:09.940Z,39.9476662,-120.8618317,9.63,1.87,md,9,164,0.07626,0.06,nc,nc72531651,2015-09-28T15:48:16.831Z,"4km ENE of East Quincy, California",earthquake
2015-09-28T05:01:52.224Z,41.8682,-119.6324,10.2,1.6,ml,6,191.95,0.148,0.1852,nn,nn00512560,2015-09-28T07:01:10.383Z,"68km ESE of Lakeview, Oregon",earthquake
2015-09-28T05:00:35.000Z,62.7426,-148.6058,16.1,1.1,ml,,,,1.16,ak,ak11725320,2015-09-28T05:17:04.451Z,"74km SSE of Cantwell, Alaska",earthquake
2015-09-28T04:55:37.864Z,41.8564,-119.6267,10.2,3,ml,8,105.57,0.159,0.2002,nn,nn00512559,2015-09-28T06:49:28.755Z,"70km ESE of Lakeview, Oregon",earthquake
2015-09-28T04:53:14.450Z,14.4382,-93.6281,37.29,4.5,mb,,188,1.874,1.08,us,us20003plx,2015-09-28T12:56:00.202Z,"133km WSW of Puerto Madero, Mexico",earthquake
2015-09-28T04:49:33.540Z,36.0746667,-117.8823333,2.67,0.29,ml,18,54,0.04841,0.11,ci,ci37250103,2015-09-28T17:48:45.137Z,"7km ENE of Coso Junction, California",earthquake
2015-09-28T04:41:30.381Z,41.8621,-119.6004,8.3,1.5,ml,8,181.59,0.171,0.1662,nn,nn00512558,2015-09-28T06:36:20.766Z,"71km ESE of Lakeview, Oregon",earthquake
2015-09-28T04:34:35.000Z,62.8035,-151.1282,119.8,3.2,ml,,,,0.72,ak,ak11725311,2015-09-28T12:37:08.970Z,"74km NW of Talkeetna, Alaska",earthquake
2015-09-28T04:16:09.720Z,-31.3703,-71.556,32.37,4.1,mb,,82,0.503,0.9,us,us20003plr,2015-09-30T00:55:40.575Z,"47km NW of Illapel, Chile",earthquake
2015-09-28T04:04:46.270Z,45.5838333,-122.4166667,10.345,1.04,ml,11,192,0.464,0.1,uw,uw61071162,2015-09-28T21:25:40.020Z,"1km WSW of Camas, Washington",earthquake
2015-09-28T04:03:58.440Z,32.64,-115.6446667,9.85,1.52,ml,19,148,0.06956,0.28,ci,ci37250095,2015-09-29T15:50:25.840Z,"9km NW of Progreso, B.C., MX",earthquake
2015-09-28T04:00:02.000Z,61.5541,-140.6861,0.4,2,ml,,,,0.6,ak,ak11725306,2015-09-28T04:23:54.124Z,"191km NNE of Cape Yakataga, Alaska",earthquake
2015-09-28T03:44:24.017Z,41.8322,-119.6269,8.7,2,ml,8,124.65,0.175,0.2089,nn,nn00512557,2015-09-28T06:17:57.964Z,"71km ESE of Lakeview, Oregon",earthquake
2015-09-28T03:43:47.950Z,36.0338333,-117.7738333,1.2,1.41,ml,20,59,0.01106,0.15,ci,ci37250087,2015-09-28T13:44:44.300Z,"16km E of Coso Junction, California",earthquake
2015-09-28T03:41:51.930Z,19.3363333,-155.1223333,7.102,1.59,md,44,130,0.04836,0.11,hv,hv61047491,2015-09-28T17:45:42.710Z,"16km SE of Volcano, Hawaii",earthquake
2015-09-28T03:36:36.590Z,33.9806667,-116.4183333,2.58,1.85,ml,64,34,0.04067,0.18,ci,ci37250079,2015-09-28T13:46:39.080Z,"8km ENE of Desert Hot Springs, California",earthquake
2015-09-28T03:36:28.500Z,18.0405,-65.3927,18,2.7,Md,9,147.6,0.16169675,0.25,pr,pr15271001,2015-09-28T11:39:12.062Z,"10km SE of Esperanza, Puerto Rico",earthquake
2015-09-28T03:23:48.100Z,19.11,-67.7508,30,2.8,Md,7,316.8,0.76626294,0.21,pr,pr15271000,2015-09-28T11:26:24.133Z,"90km NE of Punta Cana, Dominican Republic",earthquake
2015-09-28T03:16:56.500Z,36.6274,-97.6737,5.301,2.9,ml,,60,,0.63,us,us10003ilk,2015-09-30T00:48:20.309Z,"20km SSE of Medford, Oklahoma",earthquake
2015-09-28T03:14:41.000Z,61.5363,-140.69,0,2.6,ml,,,,0.71,ak,ak11725297,2015-09-28T11:17:24.584Z,"189km NNE of Cape Yakataga, Alaska",earthquake
2015-09-28T03:12:01.610Z,36.5301,-98.8461,5,2.6,mb_lg,,44,0.195,0.48,us,us20003plf,2015-09-28T11:14:45.300Z,"33km ENE of Mooreland, Oklahoma",earthquake
2015-09-28T03:09:41.007Z,41.8618,-119.5926,9,1.3,ml,8,181.96,0.176,0.2094,nn,nn00512555,2015-09-28T06:08:41.178Z,"72km ESE of Lakeview, Oregon",earthquake
2015-09-28T03:07:40.280Z,-31.7107,-72.0656,20.08,4.4,mb,,191,1.041,0.77,us,us20003pla,2015-09-30T00:42:28.728Z,"85km W of Illapel, Chile",earthquake
2015-09-28T03:07:16.500Z,-5.1772,-76.7798,107.83,4.5,mb,,96,4.777,0.92,us,us20003plb,2015-09-28T11:09:52.138Z,"39km SSW of Barranca, Peru",earthquake
2015-09-28T02:58:26.120Z,35.9985,-117.3761667,2.68,1.06,ml,11,94,0.109,0.15,ci,ci37250071,2015-09-28T13:46:20.339Z,"26km N of Searles Valley, California",earthquake
2015-09-28T02:49:14.860Z,37.619,-119.3411667,12.49,0.94,md,7,334,0.2083,0.07,nc,nc72531556,2015-09-28T18:05:01.290Z,"24km ESE of Yosemite Valley, California",earthquake
2015-09-28T02:41:32.160Z,19.3288333,-155.1898333,4.802,1.33,md,45,89,0.05086,0.11,hv,hv61047471,2015-09-28T18:30:14.970Z,"12km SSE of Volcano, Hawaii",earthquake
2015-09-28T02:36:21.760Z,46.7763333,-121.931,4.271,0.81,ml,10,119,0.08734,0.08,uw,uw61071137,2015-09-28T21:31:32.555Z,"27km ESE of Eatonville, Washington",earthquake
2015-09-28T02:35:56.250Z,38.3256683,-122.4188309,8.35,1.63,md,13,92,0.03676,0.14,nc,nc72531551,2015-09-28T02:37:31.800Z,"5km NE of Sonoma, California",earthquake
2015-09-28T02:31:25.780Z,37.6231667,-119.3398333,12.24,0.95,md,11,324,0.207,0.03,nc,nc72532021,2015-09-28T17:52:58.000Z,"24km ESE of Yosemite Valley, California",earthquake
2015-09-28T02:29:48.280Z,32.6571667,-115.6596667,8.91,1.2,ml,16,198,0.05682,0.18,ci,ci37250063,2015-09-29T15:40:47.341Z,"11km NW of Progreso, B.C., MX",earthquake
2015-09-28T02:26:28.660Z,34.514,-119.0355,18.12,1.46,ml,25,56,0.1141,0.23,ci,ci37250055,2015-09-29T15:30:53.729Z,"17km NW of Fillmore, California",earthquake
2015-09-28T02:25:38.818Z,38.4675,-118.376,4.1,0,ml,5,136.74,0.045,0.0485,nn,nn00512554,2015-09-28T20:08:33.229Z,"22km ESE of Hawthorne, Nevada",earthquake
2015-09-28T02:13:31.000Z,61.0226,-146.609,25.4,1.7,ml,,,,0.47,ak,ak11725283,2015-09-28T02:28:48.068Z,"18km SW of Valdez, Alaska",earthquake
2015-09-28T02:09:13.010Z,46.4241667,-119.2756667,0.402,0.17,md,7,157,0.01038,0.24,uw,uw61071132,2015-09-28T23:44:38.060Z,"14km NNE of West Richland, Washington",earthquake
2015-09-28T01:52:27.990Z,33.7216667,-116.8336667,15.39,0.18,ml,17,170,0.08269,0.11,ci,ci37250047,2015-09-29T02:09:10.455Z,"6km ESE of Valle Vista, California",earthquake
2015-09-28T01:49:03.967Z,38.6622,-118.7925,10.5,0.7,ml,8,153.26,0.214,0.0987,nn,nn00512552,2015-09-28T15:20:29.699Z,"21km NW of Hawthorne, Nevada",earthquake
2015-09-28T01:44:37.202Z,38.1555,-118.1873,13.7,0.6,ml,5,285.95,0.268,0.0717,nn,nn00512551,2015-09-28T20:05:23.982Z,"56km SE of Hawthorne, Nevada",earthquake
2015-09-28T01:42:36.770Z,33.7206667,-116.836,15.19,0.78,ml,31,91,0.08051,0.18,ci,ci37250039,2015-09-28T13:48:24.638Z,"6km ESE of Valle Vista, California",earthquake
2015-09-28T01:39:50.580Z,37.062,-97.5183,6.08,2.5,ml,,108,0.059,0.32,us,us10003ij9,2015-09-30T00:38:07.639Z,"8km ENE of Caldwell, Kansas",earthquake
2015-09-28T01:37:30.340Z,33.7076667,-116.8398333,15.23,2.17,ml,104,15,0.07297,0.19,ci,ci37250031,2015-09-29T15:27:36.370Z,"7km SE of Valle Vista, California",earthquake
2015-09-28T01:27:25.500Z,37.5473333,-118.8241667,6.14,0.64,md,13,153,0.0428,0.03,nc,nc72531521,2015-09-28T17:42:26.040Z,"17km SE of Mammoth Lakes, California",earthquake
2015-09-28T01:26:04.418Z,41.8852,-119.5932,1.1,1.4,ml,6,180.15,0.164,0.1546,nn,nn00512549,2015-09-28T07:25:40.864Z,"70km ESE of Lakeview, Oregon",earthquake
2015-09-28T01:21:45.190Z,19.28,-156.3151667,41.771,2.27,md,14,297,0.4217,0.1,hv,hv61047451,2015-09-29T20:32:30.780Z,"47km WSW of Captain Cook, Hawaii",earthquake
2015-09-28T01:18:10.970Z,36.969,-116.0703,9,-0.1,ml,11,95.25,0.071,0.1178,nn,nn00512545,2015-09-28T19:59:12.431Z,"61km E of Beatty, Nevada",earthquake
2015-09-28T01:13:56.368Z,38.6523,-118.7911,8.6,1.2,ml,12,97.88,0.196,0.1648,nn,nn00512541,2015-09-29T01:47:09.222Z,"20km NW of Hawthorne, Nevada",earthquake
2015-09-28T01:05:34.000Z,61.5183,-140.7382,5.2,1.8,ml,,,,0.84,ak,ak11725271,2015-09-28T01:36:55.075Z,"186km NNE of Cape Yakataga, Alaska",earthquake
2015-09-28T01:02:06.080Z,20.1829,-45.5437,10,5.1,mb,,71,15.57,1.26,us,us20003pl3,2015-09-28T09:04:33.791Z,"Northern Mid-Atlantic Ridge",earthquake
2015-09-28T00:55:27.470Z,41.8448,-119.6316,6.4,1.3,ml,5,225.75,0.164,0.1809,nn,nn00512540,2015-09-28T01:36:25.978Z,"70km ESE of Lakeview, Oregon",earthquake
2015-09-28T00:54:59.070Z,37.6,-118.7878333,7.17,1.35,md,33,92,0.03426,0.03,nc,nc72531496,2015-09-29T23:35:47.376Z,"17km ESE of Mammoth Lakes, California",earthquake
2015-09-28T00:54:32.140Z,39.161,-111.6606667,21.35,1.44,ml,7,136,0.185,0.07,uu,uu60124887,2015-09-28T22:30:47.510Z,"12km S of Manti, Utah",earthquake
2015-09-28T00:53:31.920Z,33.9913333,-117.2025,10.78,1.17,ml,39,41,0.05032,0.14,ci,ci37250015,2015-09-28T13:50:50.300Z,"7km SSW of Redlands, California",earthquake
2015-09-28T00:51:31.560Z,40.4533333,-123.6441667,22.72,1.78,md,19,55,0.05978,0.05,nc,nc72531491,2015-09-29T22:42:03.480Z,"39km E of Rio Dell, California",earthquake
2015-09-28T00:50:30.690Z,48.5241667,-122.0993333,2.852,0.92,ml,9,91,0.1017,0.27,uw,uw61071097,2015-09-29T21:07:33.490Z,"10km ENE of Sedro-Woolley, Washington",earthquake
2015-09-28T00:48:29.240Z,35.6302,140.2986,62.07,4.4,mb,,162,0.605,0.45,us,us20003pl8,2015-09-29T01:32:36.991Z,"2km SW of Yachimata, Japan",earthquake
2015-09-28T00:44:25.940Z,19.9735,-45.342,10,5,mb,,104,15.222,1.21,us,us20003pl2,2015-09-28T08:46:54.989Z,"Northern Mid-Atlantic Ridge",earthquake
2015-09-28T00:42:23.340Z,20.0793,-45.4285,10,4.9,mb,,83,15.191,0.98,us,us20003pkx,2015-09-28T17:57:21.000Z,"Northern Mid-Atlantic Ridge",earthquake
2015-09-28T00:32:34.800Z,20.2737,-45.6681,10,5,mb,,61,15.465,0.77,us,us20003pkv,2015-09-28T17:57:20.000Z,"Northern Mid-Atlantic Ridge",earthquake
2015-09-28T00:27:26.000Z,61.5518,-140.6802,0,1.9,ml,,,,0.63,ak,ak11725261,2015-09-28T00:45:28.809Z,"190km NNE of Cape Yakataga, Alaska",earthquake
2015-09-28T00:26:36.620Z,19.4843333,-155.2508333,47.967,2,md,39,58,0.05913,0.12,hv,hv61047431,2015-09-28T19:34:39.410Z,"6km NNW of Volcano, Hawaii",earthquake
2015-09-28T00:16:15.390Z,43.5219,-71.6259,5.38,1.4,ml,,114,0.055,0.27,us,us10003imb,2015-09-29T00:21:12.040Z,"5km NW of Sanbornton, New Hampshire",earthquake
2015-09-27T23:57:52.370Z,37.6013336,-118.7850037,7.52,1.13,md,9,182,0.03681,0.02,nc,nc72531486,2015-09-27T23:59:25.730Z,"17km ESE of Mammoth Lakes, California",earthquake
2015-09-27T23:54:11.810Z,33.453,-116.5498333,9.44,-0.04,ml,11,150,0.06038,0.11,ci,ci37266093,2015-09-28T18:34:23.948Z,"16km SE of Anza, California",earthquake
2015-09-27T23:54:03.100Z,33.1848333,-115.6056667,2.43,1.3,ml,10,131,0.01113,0.19,ci,ci37266085,2015-09-28T18:28:29.144Z,"10km SW of Niland, California",earthquake
2015-09-27T23:53:39.490Z,33.1825,-115.6095,2.62,1.38,ml,12,97,0.007189,0.17,ci,ci37250007,2015-09-28T18:21:19.667Z,"11km SW of Niland, California",earthquake
2015-09-27T23:31:43.830Z,33.5125,-116.4961667,12.4,0.56,ml,14,185,0.05349,0.15,ci,ci37249999,2015-09-28T13:49:45.696Z,"17km ESE of Anza, California",earthquake
2015-09-27T23:29:47.228Z,41.8943,-119.6321,9.4,1.6,ml,5,189.8,0.134,0.1581,nn,nn00512531,2015-09-28T00:10:47.793Z,"67km ESE of Lakeview, Oregon",earthquake
2015-09-27T23:24:41.650Z,33.4403333,-116.6416667,5.18,0.07,ml,15,123,0.05525,0.09,ci,ci37249991,2015-09-29T02:34:18.685Z,"13km SSE of Anza, California",earthquake
2015-09-27T23:16:25.180Z,35.5581667,-118.339,0.87,1.35,ml,20,101,0.1371,0.13,ci,ci37249983,2015-09-28T13:50:57.260Z,"14km ESE of Lake Isabella, California",earthquake
2015-09-27T23:12:11.380Z,33.5148333,-116.5021667,12.28,0.44,ml,24,81,0.0489,0.14,ci,ci37249975,2015-09-29T14:57:23.412Z,"16km ESE of Anza, California",earthquake
2015-09-27T22:49:06.470Z,37.2376667,-122.048,14.25,2.05,md,79,47,,0.17,nc,nc72531481,2015-09-29T18:25:04.832Z,"3km SW of Saratoga, California",earthquake
2015-09-27T22:47:18.000Z,61.5804,-148.0613,18.8,0.8,ml,,,,0.33,ak,ak11725250,2015-09-27T23:07:12.140Z,"47km E of Lazy Mountain, Alaska",earthquake
2015-09-27T22:44:54.339Z,41.8795,-119.6105,7.3,1.3,ml,6,207.7,0.156,0.1307,nn,nn00512524,2015-09-28T00:01:37.250Z,"69km ESE of Lakeview, Oregon",earthquake
2015-09-27T22:43:20.000Z,64.2828,-148.0793,116.2,2.4,ml,,,,0.53,ak,ak11725244,2015-09-27T23:07:11.465Z,"59km ESE of North Nenana, Alaska",earthquake
2015-09-27T22:39:57.670Z,-31.2202,-71.8543,20.23,4.6,mwr,,118,0.576,1.17,us,us20003pk8,2015-09-28T06:42:41.644Z,"79km NW of Illapel, Chile",earthquake
2015-09-27T22:31:15.710Z,34.1918333,-116.43,7.39,0.56,ml,18,63,0.02068,0.11,ci,ci37249967,2015-09-29T01:20:28.873Z,"9km N of Yucca Valley, California",earthquake
2015-09-27T22:15:33.000Z,63.1422,-150.6094,120,1.7,ml,,,,,ak,ak11725232,2015-09-27T22:33:45.068Z,"87km WSW of Cantwell, Alaska",earthquake
2015-09-27T22:13:59.000Z,60.309,-143.3518,23.2,1.3,ml,,,,0.89,ak,ak11725230,2015-09-27T22:33:43.991Z,"57km WNW of Cape Yakataga, Alaska",earthquake
2015-09-27T22:09:30.350Z,34.3183333,-117.0648333,2.36,0.76,ml,12,68,0.07863,0.1,ci,ci37249951,2015-09-29T01:09:49.426Z,"13km NNE of Running Springs, California",earthquake
2015-09-27T22:09:15.560Z,35.8408333,-119.5343333,25.79,2.23,ml,25,96,0.3653,0.21,ci,ci37249943,2015-09-29T02:29:43.566Z,"7km SW of Alpaugh, California",earthquake
2015-09-27T22:03:53.000Z,61.0971,-141.2302,7.7,1.3,ml,,,,0.31,ak,ak11725184,2015-09-27T22:17:36.183Z,"132km NNE of Cape Yakataga, Alaska",earthquake
2015-09-27T21:59:43.650Z,35.9894,-96.8061,2.67,3.2,mb_lg,,87,0.045,0.77,us,usd00065a4,2015-09-27T23:08:42.624Z,"3km W of Cushing, Oklahoma",earthquake
2015-09-27T21:23:05.000Z,59.1877,-152.9856,0.1,2.1,ml,,,,0.98,ak,ak11725180,2015-09-27T21:44:54.777Z,"92km SW of Anchor Point, Alaska",earthquake
2015-09-27T21:17:46.051Z,37.0345,-117.7792,6.3,0.6,ml,6,201.22,0.225,0.2338,nn,nn00512516,2015-09-29T17:56:13.080Z,"47km ESE of Big Pine, California",earthquake
2015-09-27T21:17:23.970Z,47.1331667,-113.045,3.4,1.37,ml,18,148,0.076,0.14,mb,mb80099669,2015-09-28T14:15:46.050Z,"33km E of Seeley Lake, Montana",earthquake
2015-09-27T21:04:46.240Z,-31.6748,-71.6072,30.18,4.9,mwr,,73,1.344,0.97,us,us20003pjl,2015-09-28T01:50:28.178Z,"42km W of Illapel, Chile",earthquake
2015-09-27T21:01:04.960Z,-30.3456,-72.2026,4.37,4.4,mwr,,92,0.589,1.23,us,us20003pjk,2015-09-28T05:03:39.981Z,"93km WSW of Coquimbo, Chile",earthquake
2015-09-27T20:59:44.040Z,34.4143333,-116.4706667,1.89,1.14,ml,18,101,0.1269,0.25,ci,ci37249927,2015-09-28T13:53:07.725Z,"34km N of Yucca Valley, California",earthquake
